Source,Target,Type,Id,Label,Weight,se_code,title/description,source_name,target_name,new_topics_ctfidf
1552,1030,Undirected,13554,,1,COP28-096,"clean energy and commodity exports as an opportunity for fossil fuel rich economies coal, oil and gas exporting countries fear negative effects from fossil fuel phase-down. yet demand for zero-emissions fuels and commodities is a large upside. fossil fuel exporting countries can establish new energy, processing and mining industries that will thrive in a net-zero world economy.",Australian National University (ANU),Iran Renewable Energy Association (IrREA),19
1577,982,Undirected,13555,,0.333333,COP25-004,"just transition at the grassroots: preparing for the coal phase out monoindustrial communities understand best the need for a just transition from coal to the low carbon economy. each region is unique, but what they have in common is a great potential to grow. what can be learned from ambitious regions? how can just transition be integrated in global climate action?",Climate Action Network - Europe (CAN - Europe),"NGO Centre of Environmental Initiatives ""Ecoaction"" (NGO ""Ecoaction"")",19
309,982,Undirected,13556,,0.333333,COP25-004,"just transition at the grassroots: preparing for the coal phase out monoindustrial communities understand best the need for a just transition from coal to the low carbon economy. each region is unique, but what they have in common is a great potential to grow. what can be learned from ambitious regions? how can just transition be integrated in global climate action?",CEE Bankwatch Network (Bankwatch),"NGO Centre of Environmental Initiatives ""Ecoaction"" (NGO ""Ecoaction"")",19
1577,309,Undirected,13557,,0.333333,COP25-004,"just transition at the grassroots: preparing for the coal phase out monoindustrial communities understand best the need for a just transition from coal to the low carbon economy. each region is unique, but what they have in common is a great potential to grow. what can be learned from ambitious regions? how can just transition be integrated in global climate action?",Climate Action Network - Europe (CAN - Europe),CEE Bankwatch Network (Bankwatch),19
223,1479,Undirected,13558,,0.1,COP26-058,"aligning export finance with the paris agreement: high time to phase out fossil fuels contrary to art. 2.1c of the paris agreement, many countries heavily support fossil fuel investments abroad contributing to carbon lock-in. highlighting the impacts caused by export finance in the global south, this side event will provide concrete recommendations to decarbonize export finance.",Both ENDS Foundation (BE),Zurich University of Applied Sciences (ZHAW),19
125,1479,Undirected,13559,,0.1,COP26-058,"aligning export finance with the paris agreement: high time to phase out fossil fuels contrary to art. 2.1c of the paris agreement, many countries heavily support fossil fuel investments abroad contributing to carbon lock-in. highlighting the impacts caused by export finance in the global south, this side event will provide concrete recommendations to decarbonize export finance.",Abibimman Foundation (AF),Zurich University of Applied Sciences (ZHAW),19
1141,554,Undirected,13560,,0.1,COP26-058,"aligning export finance with the paris agreement: high time to phase out fossil fuels contrary to art. 2.1c of the paris agreement, many countries heavily support fossil fuel investments abroad contributing to carbon lock-in. highlighting the impacts caused by export finance in the global south, this side event will provide concrete recommendations to decarbonize export finance.",University of Zurich (UZH),Swiss Federal Institute of Technology (ETH Zurich),19
223,554,Undirected,13561,,0.1,COP26-058,"aligning export finance with the paris agreement: high time to phase out fossil fuels contrary to art. 2.1c of the paris agreement, many countries heavily support fossil fuel investments abroad contributing to carbon lock-in. highlighting the impacts caused by export finance in the global south, this side event will provide concrete recommendations to decarbonize export finance.",Both ENDS Foundation (BE),Swiss Federal Institute of Technology (ETH Zurich),19
125,554,Undirected,13562,,0.1,COP26-058,"aligning export finance with the paris agreement: high time to phase out fossil fuels contrary to art. 2.1c of the paris agreement, many countries heavily support fossil fuel investments abroad contributing to carbon lock-in. highlighting the impacts caused by export finance in the global south, this side event will provide concrete recommendations to decarbonize export finance.",Abibimman Foundation (AF),Swiss Federal Institute of Technology (ETH Zurich),19
1479,554,Undirected,13563,,0.1,COP26-058,"aligning export finance with the paris agreement: high time to phase out fossil fuels contrary to art. 2.1c of the paris agreement, many countries heavily support fossil fuel investments abroad contributing to carbon lock-in. highlighting the impacts caused by export finance in the global south, this side event will provide concrete recommendations to decarbonize export finance.",Zurich University of Applied Sciences (ZHAW),Swiss Federal Institute of Technology (ETH Zurich),19
223,1141,Undirected,13564,,0.1,COP26-058,"aligning export finance with the paris agreement: high time to phase out fossil fuels contrary to art. 2.1c of the paris agreement, many countries heavily support fossil fuel investments abroad contributing to carbon lock-in. highlighting the impacts caused by export finance in the global south, this side event will provide concrete recommendations to decarbonize export finance.",Both ENDS Foundation (BE),University of Zurich (UZH),19
